处理时间,账号,文件名,文件类型,源文件路径,目标文件夹,文件大小,处理状态,触发方式,备注
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202407\.WeDrive,,67,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202407.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202407\TEMU(Sixale Outfitters)Bill Details 202407.xlsx,,14265,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)财务结算明细202407.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202407\TEMU(Sixale Outfitters)财务结算明细202407.xlsx,,101383,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202408\.WeDrive,,67,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202408.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202408\TEMU(Sixale Outfitters)Bill Details 202408.xlsx,,19365,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)财务结算明细202408.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202408\TEMU(Sixale Outfitters)财务结算明细202408.xlsx,,73067,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202409\.WeDrive,,67,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202409.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202409\TEMU(Sixale Outfitters)Bill Details 202409.xlsx,,43858,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)财务结算明细202409.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202409\TEMU(Sixale Outfitters)财务结算明细202409.xlsx,,30544,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202410\.WeDrive,,67,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202410.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202410\TEMU(Sixale Outfitters)Bill Details 202410.xlsx,,22239,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202410.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202410\TEMU(Sixale Outfitters)发货面单费 202410.xlsx,,10233,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)订单明细 202410.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202410\TEMU(Sixale Outfitters)订单明细 202410.xlsx,,21771,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202411\.WeDrive,,67,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202411.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202411\TEMU(Sixale Outfitters)Bill Details 202411.xlsx,,27862,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202411.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202411\TEMU(Sixale Outfitters)发货面单费 202411.xlsx,,15833,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)订单明细 202411.csv,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202411\TEMU(Sixale Outfitters)订单明细 202411.csv,,176721,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202412\.WeDrive,,67,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202412.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202412\TEMU(Sixale Outfitters)Bill Details 202412.xlsx,,63085,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202412.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202412\TEMU(Sixale Outfitters)发货面单费 202412.xlsx,,24859,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)订单明细 202412.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\2024\202412\TEMU(Sixale Outfitters)订单明细 202412.xlsx,,105636,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202501\.WeDrive,,62,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202501.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202501\TEMU(Sixale Outfitters)Bill Details 202501.xlsx,,48604,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202501.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202501\TEMU(Sixale Outfitters)发货面单费 202501.xlsx,,25609,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)订单明细 202501.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202501\TEMU(Sixale Outfitters)订单明细 202501.xlsx,,33782,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202502\.WeDrive,,62,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202502.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202502\TEMU(Sixale Outfitters)Bill Details 202502.xlsx,,28591,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202502.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202502\TEMU(Sixale Outfitters)发货面单费 202502.xlsx,,9534,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)订单明细 202502.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202502\TEMU(Sixale Outfitters)订单明细 202502.xlsx,,20481,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202503\.WeDrive,,62,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202503-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202503\TEMU(Sixale Outfitters)Bill Details 202503-全球（除美国、欧洲）.xlsx,,7835,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202503-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202503\TEMU(Sixale Outfitters)Bill Details 202503-美国.xlsx,,9390,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202503.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202503\TEMU(Sixale Outfitters)Bill Details 202503.xlsx,,6716,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202503.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202503\TEMU(Sixale Outfitters)发货面单费 202503.xlsx,,6986,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)订单明细 202503-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202503\TEMU(Sixale Outfitters)订单明细 202503-全球（除美国、欧洲）.xlsx,,10730,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)订单明细 202503-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202503\TEMU(Sixale Outfitters)订单明细 202503-美国.xlsx,,10545,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202504\.WeDrive,,62,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(sixale outfitters )订单明细 202504-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202504\TEMU(sixale outfitters )订单明细 202504-全球（除美国、欧洲）.xlsx,,11387,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202504-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202504\TEMU(Sixale Outfitters)Bill Details 202504-全球（除美国、欧洲）.xlsx,,12532,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202504-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202504\TEMU(Sixale Outfitters)Bill Details 202504-美国.xlsx,,12720,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202504.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202504\TEMU(Sixale Outfitters)Bill Details 202504.xlsx,,10870,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202504.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202504\TEMU(Sixale Outfitters)发货面单费 202504.xlsx,,4708,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)订单明细 202504-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202504\TEMU(Sixale Outfitters)订单明细 202504-美国.xlsx,,11219,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)退货面单费 202504.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202504\TEMU(Sixale Outfitters)退货面单费 202504.xlsx,,4079,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202505\.WeDrive,,62,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(sixale outfitters )订单明细 202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202505\TEMU(sixale outfitters )订单明细 202505.xlsx,,26578,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202505-全球（除美国、欧洲).xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202505\TEMU(Sixale Outfitters)Bill Details 202505-全球（除美国、欧洲).xlsx,,7307,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202505-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202505\TEMU(Sixale Outfitters)Bill Details 202505-美国.xlsx,,9431,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)Bill Details 202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202505\TEMU(Sixale Outfitters)Bill Details 202505.xlsx,,5108,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202505\TEMU(Sixale Outfitters)发货面单费 202505.xlsx,,24338,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)退货面单费 202505.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202505\TEMU(Sixale Outfitters)退货面单费 202505.xlsx,,10015,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202506\.WeDrive,,62,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202506 全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202506\TEMU（sixale outfitters）BillDetails 202506 全球（除美国、欧洲）.xlsx,,3521,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202506 美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202506\TEMU（sixale outfitters）BillDetails 202506 美国.xlsx,,18905,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202506.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202506\TEMU（sixale outfitters）BillDetails 202506.xlsx,,7132,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU（sixale outfitters）发货面单 202506.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202506\TEMU（sixale outfitters）发货面单 202506.xlsx,,7610,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU（sixale outfitters）订单明细 202506.csv,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202506\TEMU（sixale outfitters）订单明细 202506.csv,,103611,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU（sixale outfitters）退货面单 202506.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202506\TEMU（sixale outfitters）退货面单 202506.xlsx,,4144,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202507\.WeDrive,,111,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(sixale outfitters )订单明细 202507-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202507\TEMU(sixale outfitters )订单明细 202507-全球（除美国、欧洲）.xlsx,,22651,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(sixale outfitters )订单明细 202507-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202507\TEMU(sixale outfitters )订单明细 202507-美国.xlsx,,61654,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202507\TEMU(Sixale Outfitters)发货面单费 202507.xlsx,,30829,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU(Sixale Outfitters)退货面单费 202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202507\TEMU(Sixale Outfitters)退货面单费 202507.xlsx,,4616,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202507 全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202507\TEMU（sixale outfitters）BillDetails 202507 全球（除美国、欧洲）.xlsx,,19064,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:56,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202507 美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202507\TEMU（sixale outfitters）BillDetails 202507 美国.xlsx,,51117,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202507.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202507\TEMU（sixale outfitters）BillDetails 202507.xlsx,,31167,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202508\.WeDrive,,111,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU(sixale outfitters )订单明细 202508-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202508\TEMU(sixale outfitters )订单明细 202508-全球（除美国、欧洲）.xlsx,,15396,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU(sixale outfitters )订单明细 202508-欧洲.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202508\TEMU(sixale outfitters )订单明细 202508-欧洲.xlsx,,32060,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU(sixale outfitters )订单明细 202508-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202508\TEMU(sixale outfitters )订单明细 202508-美国.xlsx,,35310,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202508\TEMU(Sixale Outfitters)发货面单费 202508.xlsx,,23290,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU(Sixale Outfitters)退货面单费 202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202508\TEMU(Sixale Outfitters)退货面单费 202508.xlsx,,11839,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202508 全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202508\TEMU（sixale outfitters）BillDetails 202508 全球（除美国、欧洲）.xlsx,,19327,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202508 欧区.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202508\TEMU（sixale outfitters）BillDetails 202508 欧区.xlsx,,25881,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202508 美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202508\TEMU（sixale outfitters）BillDetails 202508 美国.xlsx,,36124,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202508.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202508\TEMU（sixale outfitters）BillDetails 202508.xlsx,,25857,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,.WeDrive,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202509\.WeDrive,,111,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU(sixale outfitters )订单明细 202509-全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202509\TEMU(sixale outfitters )订单明细 202509-全球（除美国、欧洲）.xlsx,,14723,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU(sixale outfitters )订单明细 202509-欧洲.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202509\TEMU(sixale outfitters )订单明细 202509-欧洲.xlsx,,18311,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU(sixale outfitters )订单明细 202509-美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202509\TEMU(sixale outfitters )订单明细 202509-美国.xlsx,,24863,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU(Sixale Outfitters)发货面单费 202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202509\TEMU(Sixale Outfitters)发货面单费 202509.xlsx,,19830,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU(Sixale Outfitters)退货面单费 202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202509\TEMU(Sixale Outfitters)退货面单费 202509.xlsx,,10927,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202509 全球（除美国、欧洲）.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202509\TEMU（sixale outfitters）BillDetails 202509 全球（除美国、欧洲）.xlsx,,15351,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202509 欧区.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202509\TEMU（sixale outfitters）BillDetails 202509 欧区.xlsx,,22133,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202509 美国.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202509\TEMU（sixale outfitters）BillDetails 202509 美国.xlsx,,26248,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,TEMU（sixale outfitters）BillDetails 202509.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\202509\TEMU（sixale outfitters）BillDetails 202509.xlsx,,20185,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,temu_sixale_all_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\processed\temu_sixale_all_consolidated_output.xlsx,,159945,失败,定期扫描,未知账号: sixale outfitters account
2025-10-22 12:31:57,sixale outfitters account,temu_sixale_fulfillment_consolidated_output.xlsx,,C:\Users\vuser\Documents\Monthly Report\Monthly Channel Profit\Temu Ventchoice\sixale outfitters account\processed\temu_sixale_fulfillment_consolidated_output.xlsx,,230514,失败,定期扫描,未知账号: sixale outfitters account
